"Time [ns]","Distance [mm]","By [T]"
60000000,84.525644,-0.00130798000222832
60000000,85.050648,-0.0013401354470494
60000000,85.575652,-0.00137229089187048
60000000,86.100656,-0.00141139096153746
60000000,86.62566,-0.00144781005586635
60000000,87.150664,-0.00148422915019523
60000000,87.675668,-0.00152064824452412
60000000,88.200672,-0.001557067338853
60000000,88.725676,-0.00159253071726115
60000000,89.25068,-0.00163509587646307
60000000,89.775684,-0.00167766103566499
60000000,90.300688,-0.00172022619486691
60000000,90.825692,-0.00176279135406883
60000000,91.350696,-0.00180981616896015
60000000,91.8757,-0.00185874832130895
60000000,92.400704,-0.00190768047365775
60000000,92.925708,-0.00195661262600655
60000000,93.450712,-0.00200554477835535
60000000,93.975716,-0.00206619952178358
60000000,94.50072,-0.00212364406714401
60000000,95.025724,-0.00218108861250445
60000000,95.550728,-0.00223853315786488
60000000,96.075732,-0.00229597770322532
60000000,96.600736,-0.00236134953834133
60000000,97.12574,-0.00242591063590817
60000000,97.650744,-0.002490471733475
60000000,98.175748,-0.00255503283104183
60000000,98.700752,-0.00261959392860866
60000000,99.225756,-0.00267331442332175
60000000,99.75076,-0.00275232369764499
60000000,100.275764,-0.00283133297196823
60000000,100.800768,-0.00291034224629148
60000000,101.325772,-0.00298935152061471
60000000,101.850776,-0.00306831818527447
60000000,102.37578,-0.00316278817991322
60000000,102.900784,-0.00325725817455197
60000000,103.425788,-0.00335172816919073
60000000,103.950792,-0.00344619816382947
60000000,104.475796,-0.00355671091456018
60000000,105.0008,-0.00367224735174146
60000000,105.525804,-0.00378778378892275
60000000,106.050808,-0.00390332022610405
60000000,106.575812,-0.00401885666328534
60000000,107.100816,-0.00413439310046663
60000000,107.62582,-0.00429264713380018
60000000,108.150824,-0.00442656267394167
60000000,108.675828,-0.00456047821408317
60000000,109.200832,-0.00469439375422466
60000000,109.725836,-0.00482830929436615
60000000,110.25084,-0.00494913691033002
60000000,110.775844,-0.00512054105058916
60000000,111.300848,-0.00529194519084831
60000000,111.825852,-0.00546334933110746
60000000,112.350856,-0.00563475347136661
60000000,112.87586,-0.00583064458676345
60000000,113.400864,-0.00605354471206321
60000000,113.925868,-0.00627644483736298
60000000,114.450872,-0.00649934496266273
60000000,114.975876,-0.00672224508796249
60000000,115.50088,-0.00704644805365906
60000000,116.025884,-0.00733802652777963
60000000,116.550888,-0.00762960500190019
60000000,117.075892,-0.00792118347602075
60000000,117.600896,-0.00821276195014134
60000000,118.1259,-0.00861354548876014
60000000,118.650904,-0.00898863591513371
60000000,119.175908,-0.00936372634150729
60000000,119.700912,-0.00973881676788084
60000000,120.225916,-0.0101139071942544
60000000,120.75092,-0.0107625738435963
60000000,121.275924,-0.0113311995673443
60000000,121.800928,-0.0118998252910923
60000000,122.325932,-0.0124684510148402
60000000,122.850936,-0.0130370767385883
60000000,123.37594,-0.0138368566155396
60000000,123.900944,-0.0146961930506096
60000000,124.425948,-0.0155555294856796
60000000,124.950952,-0.0168976249609828
60000000,125.475956,-0.0180689252081359
60000000,126.00096,-0.0188332616209697
60000000,126.525964,-0.0217570428932834
60000000,127.050968,-0.0246808241655972
60000000,127.575972,-0.0276046054379108
60000000,128.100976,-0.0305283867102245
60000000,128.62598,-0.0339050682894073
60000000,129.150984,-0.0349948494284794
60000000,129.675988,-0.0360846305675514
60000000,130.200992,-0.0359891071478366
60000000,130.725996,-0.0354555806409473
60000000,131.251,-0.0348211494147047
60000000,131.776004,-0.0344609175567908
60000000,132.301008,-0.0341006856988769
60000000,132.826012,-0.033740453840963
60000000,133.351016,-0.0334289946858844
60000000,133.87602,-0.0331444746230067
60000000,134.401024,-0.032866755654686
60000000,134.926028,-0.0326045541978077
60000000,135.451032,-0.0323283576840241
60000000,135.976036,-0.0320548001606177
60000000,136.50104,-0.031555471118799
60000000,137.026044,-0.0296277507164926
60000000,137.551048,-0.0278586542330516
60000000,138.076052,-0.0252109355740532
60000000,138.601056,-0.022563216915055
60000000,139.12606,-0.0199154982560566
60000000,139.651064,-0.018362509925404
60000000,140.176068,-0.0171216713108932
60000000,140.701072,-0.0158808326963825
60000000,141.226076,-0.0149487640610227
60000000,141.75108,-0.0141624214498873
60000000,142.276084,-0.0134062081488738
60000000,142.801088,-0.0127819760448489
60000000,143.326092,-0.0121782131884987
60000000,143.851096,-0.0116621258569804
60000000,144.3761,-0.0111629784619497
60000000,144.901104,-0.0107813788603442
60000000,145.426108,-0.0103584556462649
60000000,145.951112,-0.0103738668096053
60000000,146.476116,-0.0103892779729458
60000000,147.00112,-0.0104046891362862
60000000,147.526124,-0.0106707215309143
60000000,148.051128,-0.00904204789549123
60000000,148.576132,-0.00741337426006801
60000000,149.101136,-0.00578470062464482
60000000,149.62614,-0.00375703530153258
60000000,150.151144,-0.00121107150334873
60000000,150.676148,0.0013348922948352
60000000,151.201152,0.00388085609301919
60000000,151.726156,0.00650933943688861
60000000,152.25116,0.0092503614723682
60000000,152.776164,0.0117374002002178
60000000,153.301168,0.0131712295114993
60000000,153.826172,0.0141968286568806
60000000,154.351176,0.0144834729132314
60000000,154.87618,0.0147701171695823
60000000,155.401184,0.014846196091646
60000000,155.926188,0.0163144101253431
60000000,156.451192,0.0177826241590402
60000000,156.976196,0.0192508381927373
60000000,157.5012,0.021084557652313
60000000,158.026204,0.0230895588598815
60000000,158.551208,0.0253912269694922
60000000,159.076212,0.0279389142770817
60000000,159.601216,0.0308725087317422
60000000,160.12622,0.0340319045739653
60000000,160.651224,0.0375519744436229
60000000,161.176228,0.0417113020935261
60000000,161.701232,0.0469695494159146
60000000,162.226236,0.0546895076918142
60000000,162.75124,0.0624094659677137
60000000,163.276244,0.0701294242436133
60000000,163.801248,0.0798973102617398
60000000,164.326252,0.08481021162178
60000000,164.851256,0.0897231129818203
60000000,165.37626,0.0946360143418608
60000000,165.901264,0.0995489157019011
60000000,166.426268,0.103428985308917
60000000,166.951272,0.107621384117517
60000000,167.476276,0.111813782926118
60000000,168.00128,0.116006181734718
60000000,168.526284,0.120198580543319
60000000,169.051288,0.121956835686432
60000000,169.576292,0.111633150243101
60000000,170.101296,0.101309464799771
60000000,170.6263,0.09098577935644
60000000,171.151304,0.0806620939131094
60000000,171.676308,0.0710615565711097
60000000,172.201312,0.0666688168095838
60000000,172.726316,0.0622760770480579
60000000,173.25132,0.0578833372865319
60000000,173.776324,0.0534905975250059
60000000,174.301328,0.0509538366834684
60000000,174.826332,0.0488073803289013
60000000,175.351336,0.0466609239743343
60000000,175.87634,0.0445144676197674
60000000,176.401344,0.043156972034578
60000000,176.926348,0.0420374561826472
60000000,177.451352,0.0409179403307165
60000000,177.976356,0.0406130407595037
60000000,178.50136,0.0416692533534101
60000000,179.026364,0.0427254659473167
60000000,179.551368,0.0453004251655654
60000000,180.076372,0.0477515672266107
60000000,180.601376,0.050202709287656
60000000,181.12638,0.0526538513487013
60000000,181.651384,0.0551049934097465
60000000,182.176388,0.057015931236256
60000000,182.701392,0.0587761882847882
60000000,183.226396,0.0605364453333204
60000000,183.7514,0.0614910287437
60000000,184.276404,0.062274994365691
60000000,184.801408,0.0630589599876821
60000000,185.326412,0.0590382982473877
60000000,185.851416,0.051049225224986
60000000,186.37642,0.0430601522025842
60000000,186.901424,0.035071079180183
60000000,187.426428,0.0270820061577812
60000000,187.951432,0.0199748671948932
60000000,188.476436,0.0140444922001001
60000000,189.00144,0.00811411720530702
60000000,189.526444,0.00218374221051411
60000000,190.051448,-0.00374663278427866
60000000,190.576452,-0.00913259977040355
60000000,191.101456,-0.0158677286281013
60000000,191.62646,-0.0226028574857989
60000000,192.151464,-0.0293379863434967
60000000,192.676468,-0.0360731152011941
60000000,193.201472,-0.0437697756511322
60000000,193.726476,-0.0563141986063209
60000000,194.25148,-0.0688586215615093
60000000,194.776484,-0.081403044516698
60000000,195.301488,-0.0939474674718864
60000000,195.826492,-0.107408334986493
60000000,196.351496,-0.113755183384464
60000000,196.8765,-0.120103120703036
60000000,197.401504,-0.123045220747932
60000000,197.926508,-0.125987320792828
60000000,198.451512,-0.130435167304227
60000000,198.976516,-0.134941354532943
60000000,199.50152,-0.139447541761658
60000000,200.026524,-0.143953728990373
60000000,200.551528,-0.148459916219089
60000000,201.076532,-0.152820542664921
60000000,201.601536,-0.140334396370551
60000000,202.12654,-0.127848250076181
60000000,202.651544,-0.115362103781812
60000000,203.176548,-0.102875957487442
60000000,203.701552,-0.0917159738736697
60000000,204.226556,-0.0882517205850123
60000000,204.75156,-0.0847874672963548
60000000,205.276564,-0.0813232140076972
60000000,205.801568,-0.0778589607190396
60000000,206.326572,-0.0767906580078956
60000000,206.851576,-0.0764235570970509
60000000,207.37658,-0.0760564561862062
60000000,207.901584,-0.0767544088756696
60000000,208.426588,-0.0780691561459742
60000000,208.951592,-0.0802279000764373
60000000,209.476596,-0.0846679457767792
60000000,210.0016,-0.0891079914771208
60000000,210.526604,-0.0979934031429813
60000000,211.051608,-0.108714297945615
60000000,211.576612,-0.121127845062684
60000000,212.101616,-0.129261477314181
60000000,212.62662,-0.137395109565678
60000000,213.151624,-0.145528741817175
60000000,213.676628,-0.151888420720312
60000000,214.201632,-0.1590604979869
60000000,214.726636,-0.166232575253488
60000000,215.25164,-0.173907409594892
60000000,215.776644,-0.180186021612093
60000000,216.301648,-0.186464633629294
60000000,216.826652,-0.192743245646495
60000000,217.351656,-0.187223407011224
60000000,217.87666,-0.167132764614484
60000000,218.401664,-0.147042122217745
60000000,218.926668,-0.127953554179695
60000000,219.451672,-0.113395488736361
60000000,219.976676,-0.0989715724033459
60000000,220.50168,-0.0894563357289584
60000000,221.026684,-0.0799410990545709
60000000,221.551688,-0.0724763744093058
60000000,222.076692,-0.0652437468546286
60000000,222.601696,-0.0583841116704828
60000000,223.1267,-0.0524711711090452
60000000,223.651704,-0.0465582305476076
60000000,224.176708,-0.0407837282865305
60000000,224.701712,-0.0351700517273882
60000000,225.226716,-0.0295563751682458
60000000,225.75172,-0.0239481730644607
60000000,226.276724,-0.0187252406167285
60000000,226.801728,-0.0135023081689962
60000000,227.326732,-0.00910083466857139
60000000,227.851736,-0.00705319905940435
60000000,228.37674,-0.0110581384399552
60000000,228.901744,-0.0146460050673858
60000000,229.426748,-0.0178363377945521
60000000,229.951752,-0.0218015367456864
60000000,230.476756,-0.0257667356968208
60000000,231.00176,-0.0290978397619938
60000000,231.526764,-0.0311936073052123
60000000,232.051768,-0.0332893748484308
60000000,232.576772,-0.0353851423916492
60000000,233.101776,-0.0381044741657445
60000000,233.62678,-0.0323195817702143
60000000,234.151784,-0.0265346893746841
60000000,234.676788,-0.020749796979154
60000000,235.201792,-0.0149649045836238
60000000,235.726796,-0.00900311234733318
60000000,236.2518,-0.00404280305891543
60000000,236.776804,0.000917506229502283
60000000,237.301808,0.00587781551792
60000000,237.826812,0.0108381248063377
60000000,238.351816,0.0157984340947552
60000000,238.87682,0.0212579489808133
60000000,239.401824,0.0277203746243411
60000000,239.926828,0.0341828002678688
60000000,240.451832,0.0406452259113966
60000000,240.976836,0.0471076515549244
60000000,241.50184,0.0581314171892081
60000000,242.026844,0.0689521372050596
60000000,242.551848,0.081830517970386
60000000,243.076852,0.0977766503790723
60000000,243.601856,0.11311782155599
60000000,244.12686,0.118942568042149
60000000,244.651864,0.124767314528308
60000000,245.176868,0.128227547620191
60000000,245.701872,0.130810810138387
60000000,246.226876,0.133394072656582
60000000,246.75188,0.138200091942573
60000000,247.276884,0.141995620523493
60000000,247.801888,0.145791149104413
60000000,248.326892,0.149586677685333
60000000,248.851896,0.153382206266254
60000000,249.3769,0.148346307987137
60000000,249.901904,0.135522715314839
60000000,250.426908,0.12269912264254
60000000,250.951912,0.109875529970241
60000000,251.476916,0.0970519372979416
60000000,252.00192,0.0889899373117099
60000000,252.526924,0.0858587565535146
60000000,253.051928,0.0827275757953191
60000000,253.576932,0.0795963950371235
60000000,254.101936,0.076465214278928
60000000,254.62694,0.074124385989159
60000000,255.151944,0.0749743007853937
60000000,255.676948,0.0758242155816285
60000000,256.201952,0.0766741303778632
60000000,256.726956,0.077524045174098
60000000,257.25196,0.0797653130053598
60000000,257.776964,0.0850367072142576
60000000,258.301968,0.0903081014231558
60000000,258.826972,0.101096565770699
60000000,259.351976,0.111844617777796
60000000,259.87698,0.121445239832004
60000000,260.401984,0.130333215929568
60000000,260.926988,0.139221192027132
60000000,261.451992,0.144931670123089
60000000,261.976996,0.151589652523398
60000000,262.502,0.158247634923705
60000000,263.027004,0.166968779861334
60000000,263.552008,0.172836766841005
60000000,264.077012,0.178704753820675
60000000,264.602016,0.184572740800345
60000000,265.12702,0.190440727780016
60000000,265.652024,0.172395102893148
60000000,266.177028,0.152270000290881
60000000,266.702032,0.132144897688616
60000000,267.227036,0.114058730427965
60000000,267.75204,0.102436542521115
60000000,268.277044,0.0908143546142654
60000000,268.802048,0.0810030791164025
60000000,269.327052,0.0733429185990056
60000000,269.852056,0.0656827580816078
60000000,270.37706,0.0586643556344587
60000000,270.902064,0.0525783679788603
60000000,271.427068,0.0464923803232624
60000000,271.952072,0.0408746801421998
60000000,272.477076,0.0352363911426107
60000000,273.00208,0.0295582644299048
60000000,273.527084,0.0237259702500947
60000000,274.052088,0.0178936760702852
60000000,274.577092,0.01281026509081
60000000,275.102096,0.00785811768905473
60000000,275.6271,0.00357476442475151
60000000,276.152104,0.00662078566763341
60000000,276.677108,0.00966680691051498
60000000,277.202112,0.0133695065648654
60000000,277.727116,0.0173640745092876
60000000,278.25212,0.0213586424537094
60000000,278.777124,0.0263249210441252
60000000,279.302128,0.0284197001191848
60000000,279.827132,0.0305144791942443
60000000,280.352136,0.0326092582693041
60000000,280.87714,0.0347040373443637
60000000,281.402144,0.0341239303547335
60000000,281.927148,0.0283955615264584
60000000,282.452152,0.0226671926981826
60000000,282.977156,0.0169388238699075
60000000,283.50216,0.0112104550416324
60000000,284.027164,0.00612575789305639
60000000,284.552168,0.00123352219558226
60000000,285.077172,-0.00365871350189241
60000000,285.602176,-0.00855094919936653
60000000,286.12718,-0.0134431848968407
60000000,286.652184,-0.0172108926500911
60000000,287.177188,-0.0237489896877553
60000000,287.702192,-0.0302870867254201
60000000,288.227196,-0.0368251837630842
60000000,288.7522,-0.0433632808007483
60000000,289.277204,-0.0499013778384132
60000000,289.802208,-0.0620043375903958
60000000,290.327212,-0.0750152097273184
60000000,290.852216,-0.0880260818642395
60000000,291.37722,-0.101036954001161
60000000,291.902224,-0.113004038842042
60000000,292.427228,-0.117657689746762
60000000,292.952232,-0.122311340651483
60000000,293.477236,-0.124702094953963
60000000,294.00224,-0.127002715074006
60000000,294.527244,-0.129303335194048
60000000,295.052248,-0.134541640065139
60000000,295.577252,-0.13763137760832
60000000,296.102256,-0.1407211151515
60000000,296.62726,-0.143810852694681
60000000,297.152264,-0.146900590237861
60000000,297.677268,-0.132460015643916
60000000,298.202272,-0.120747987913859
60000000,298.727276,-0.109035960183804
60000000,299.25228,-0.0973239324537465
60000000,299.777284,-0.0856119047236908
60000000,300.302288,-0.0806893713063505
60000000,300.827292,-0.0776937649136012
60000000,301.352296,-0.0746981585208522
60000000,301.8773,-0.0717025521281029
60000000,302.402304,-0.0687069457353539
60000000,302.927308,-0.0673705426975939
60000000,303.452312,-0.0679724386223211
60000000,303.977316,-0.0685743345470483
60000000,304.50232,-0.0691762304717755
60000000,305.027324,-0.0697781263965026
60000000,305.552328,-0.0717210048166098
60000000,306.077332,-0.0787242994006448
60000000,306.602336,-0.085727593984679
60000000,307.12734,-0.0927308885687139
60000000,307.652344,-0.102506753005175
60000000,308.177348,-0.110721117421469
60000000,308.702352,-0.118935481837763
60000000,309.227356,-0.124615239347942
60000000,309.75236,-0.130491784340619
60000000,310.277364,-0.136817799654904
60000000,310.802368,-0.144236151153059
60000000,311.327372,-0.151654502651214
60000000,311.852376,-0.160418052604295
60000000,312.37738,-0.16131961129607
60000000,312.902384,-0.162221169987845
60000000,313.427388,-0.16312272867962
60000000,313.952392,-0.143293445379835
60000000,314.477396,-0.126758414233096
60000000,315.0024,-0.110223383086355
60000000,315.527404,-0.0936883519396154
60000000,316.052408,-0.077153320792874
60000000,316.577412,-0.070420759869069
60000000,317.102416,-0.0629858918224724
60000000,317.62742,-0.055551023775875
60000000,318.152424,-0.0481161557292784
60000000,318.677428,-0.040681287682681
60000000,319.202432,-0.0348132422151157
60000000,319.727436,-0.0285018867929309
60000000,320.25244,-0.0221905313707456
60000000,320.777444,-0.0158791759485609
60000000,321.302448,-0.00956782052637552
60000000,321.827452,-0.00193976577746135
60000000,322.352456,0.00543055182610606
60000000,322.87746,0.0128008694296727
60000000,323.402464,0.0201711870332394
60000000,323.927468,0.021473623360065
60000000,324.452472,0.0204453471055051
60000000,324.977476,0.016248931983387
60000000,325.50248,0.0122912221494794
60000000,326.027484,0.00837212926634111
60000000,326.552488,0.00481944085169018
60000000,327.077492,0.00126675243703953
60000000,327.602496,-0.0022859359776114
60000000,328.1275,-0.00409306034378761
60000000,328.652504,-0.00570359113905609
60000000,329.177508,-0.00731412193432479
60000000,329.702512,-0.00630368183376875
60000000,330.227516,-0.00252558157349885
60000000,330.75252,0.00125251868677075
60000000,331.277524,0.00503061894704024
60000000,331.802528,0.00882056675347862
60000000,332.327532,0.0127588398260389
60000000,332.852536,0.0168416044822753
60000000,333.37754,0.0210865584928643
60000000,333.902544,0.0253315125034532
60000000,334.427548,0.0299567818688989
60000000,334.952552,0.0347577891534525
60000000,335.477556,0.0401427507590568
60000000,336.00256,0.0459998991599208
60000000,336.527564,0.0515270765542916
60000000,337.052568,0.0608570134067344
60000000,337.577572,0.070186950259177
60000000,338.102576,0.0818107932329932
60000000,338.62758,0.0959157545200678
60000000,339.152584,0.110020715807144
60000000,339.677588,0.125086710528901
60000000,340.202592,0.128694698513553
60000000,340.727596,0.132302686498204
60000000,341.2526,0.135910674482856
60000000,341.777604,0.135654457771683
60000000,342.302608,0.136402275619246
60000000,342.827612,0.13715009346681
60000000,343.352616,0.139588836577502
60000000,343.87762,0.142471616419841
60000000,344.402624,0.143352595047783
60000000,344.927628,0.140429098429757
60000000,345.452632,0.137505601811731
60000000,345.977636,0.119473752264362
60000000,346.50264,0.10746291559454
60000000,347.027644,0.0954520789247168
60000000,347.552648,0.0834412422548947
60000000,348.077652,0.0714304055850713
60000000,348.602656,0.0675141229594292
60000000,349.12766,0.063007109512206
60000000,349.652664,0.0585000960649825
60000000,350.177668,0.0539930826177593
60000000,350.702672,0.0494860691705358
60000000,351.227676,0.0469477451148911
60000000,351.75268,0.0448338011775163
60000000,352.277684,0.0427198572401411
60000000,352.802688,0.0406059133027663
60000000,353.327692,0.0384919693653912
60000000,353.852696,0.0370900882411104
60000000,354.3777,0.0385234282936587
60000000,354.902704,0.0399567683462072
60000000,355.427708,0.0413901083987554
60000000,355.952712,0.0428234484513039
60000000,356.477716,0.0466423419707975
60000000,357.00272,0.0493853795138918
60000000,357.527724,0.0519082342512841
60000000,358.052728,0.0545653125344891
60000000,358.577732,0.0572223908176945
60000000,359.102736,0.0602551907798276
60000000,359.62774,0.0635009598139419
60000000,360.152744,0.0660272340720053
60000000,360.677748,0.0657900678193195
60000000,361.202752,0.0655529015666337
60000000,361.727756,0.0615235568056178
60000000,362.25276,0.0522180079500201
60000000,362.777764,0.0429124590944237
60000000,363.302768,0.0368524320873668
60000000,363.827772,0.0308790379079771
60000000,364.352776,0.0248504296830839
60000000,364.87778,0.0206981620961694
60000000,365.402784,0.0165458945092554
60000000,365.927788,0.0123936269223413
60000000,366.452792,0.00824135933542688
60000000,366.977796,0.00493250282559144
60000000,367.5028,0.000728183472632267
60000000,368.027804,-0.00347613588032657
60000000,368.552808,-0.0076804552332853
60000000,369.077812,-0.0118847745862446
60000000,369.602816,-0.0160890939392034
60000000,370.12782,-0.0236894249709126
60000000,370.652824,-0.0288932855884875
60000000,371.177828,-0.0340971462060623
60000000,371.702832,-0.0393010068236378
60000000,372.227836,-0.0445048674412125
60000000,372.75284,-0.0399975040923166
60000000,373.277844,-0.0383258298120165
60000000,373.802848,-0.0366541555317164
60000000,374.327852,-0.0349824812514162
60000000,374.852856,-0.0333108069711161
60000000,375.37786,-0.0317429875655537
60000000,375.902864,-0.0303763420052802
60000000,376.427868,-0.0290389450262436
60000000,376.952872,-0.0268379110895686
60000000,377.477876,-0.0246368771528938
60000000,378.00288,-0.02180594388428
60000000,378.527884,-0.0188534821558271
60000000,379.052888,-0.0165989093963981
60000000,379.577892,-0.0149167993828293
60000000,380.102896,-0.0132346893692604
60000000,380.6279,-0.0118424550920485
60000000,381.152904,-0.0110433414880512
60000000,381.677908,-0.0102442278840538
60000000,382.202912,-0.0094451142800565
60000000,382.727916,-0.00864600067605919
60000000,383.25292,-0.00805138796806532
60000000,383.777924,-0.0076639565706959
60000000,384.302928,-0.00727652517332643
60000000,384.827932,-0.00688909377595701
60000000,385.352936,-0.00662213200799644
60000000,385.87794,-0.00675477559672323
60000000,386.402944,-0.00688741918545
60000000,386.927948,-0.00702006277417679
60000000,387.452952,-0.00715270636290356
60000000,387.977956,-0.00692144854329585
60000000,388.50296,-0.00638985181960547
60000000,389.027964,-0.00585825509591509
60000000,389.552968,-0.00501090250801007
60000000,390.077972,-0.00424027984626891
60000000,390.602976,-0.00346965718452768
60000000,391.12798,-0.0027022090482695
60000000,391.652984,-0.00206821155480787
60000000,392.177988,-0.00143421406134621
