"Time [ns]","Distance [mm]","Bx [T]"
16000000,383.25292,0.00383947230633162
16000000,383.777924,0.00620322244672256
16000000,384.302928,0.00856697258711374
16000000,384.827932,0.0109307227275046
16000000,385.352936,0.00737888826840099
16000000,385.87794,0.00876026921727136
16000000,386.402944,0.0101416501661416
16000000,386.927948,0.011523031115012
16000000,387.452952,0.0129044120638823
16000000,387.977956,0.0152388564261434
16000000,388.50296,0.0108352490501656
16000000,389.027964,0.00643164167418779
16000000,389.552968,0.00397509106709937
16000000,390.077972,0.00325040536021865
16000000,390.602976,0.00252571965333786
16000000,391.12798,0.00148642233611514
16000000,391.652984,0.00121176273917942
16000000,392.177988,0.000937103142243696
16000000,392.702992,0.000662443545307997
16000000,393.227996,-0.000283961033896787
16000000,393.753,-0.00095046301052637
16000000,394.278004,-0.00161696498715595
16000000,394.803008,-0.00291014072642669
16000000,395.328012,-0.00705302046500571
16000000,395.853016,-0.011195900203585
16000000,396.37802,-0.0153387799421638
16000000,396.903024,-0.0104246653600238
16000000,397.428028,-0.0095810056148011
16000000,397.953032,-0.00873734586957851
16000000,398.478036,-0.00789368612435584
16000000,399.00304,-0.0070500263791332
16000000,399.528044,-0.00981350673522583
16000000,400.053048,-0.00871921313890974
16000000,400.578052,-0.0076249195425937
16000000,401.103056,-0.00653062594627761
16000000,401.62806,-0.00543633234996163
16000000,402.153064,-0.00543358376265956
16000000,402.678068,-0.00485934602671461
16000000,403.203072,-0.00428510829076969
16000000,403.728076,-0.0037108705548247
16000000,404.25308,-0.00313663281887975
16000000,404.778084,-0.00260164386285827
16000000,405.303088,-0.00239167532196527
16000000,405.828092,-0.00218170678107227
16000000,406.353096,-0.00197173824017924
16000000,406.8781,-0.00176176969928624
16000000,407.403104,-0.00162497509824288
16000000,407.928108,-0.00145788569372013
16000000,408.453112,-0.0012907962891974
16000000,408.978116,-0.00112370688467465
16000000,409.50312,-0.000956617480151913
16000000,410.028124,-0.000812094853556884
16000000,410.553128,-0.000702583744801336
16000000,411.078132,-0.000593072636045787
16000000,411.603136,-0.000483561527290221
16000000,412.12814,-0.000374050418534673
16000000,412.653144,-0.000717262846331149
16000000,413.178148,-0.000649315797288456
16000000,413.703152,-0.000581368748245752
16000000,414.228156,-0.000513421699203059
16000000,414.75316,-0.000445474650160366
16000000,415.278164,-0.000388418826265982
16000000,415.803168,-0.000337658361815428
16000000,416.328172,-0.000286897897364869
16000000,416.853176,-0.000236137432914315
16000000,417.37818,-0.000185376968463758
16000000,417.903184,-0.000132741139764668
16000000,418.428188,-9.25377671278299e-05
16000000,418.953192,-5.23343944909851e-05
16000000,419.478196,-1.21310218541467e-05
16000000,420.0032,2.80723507826916e-05
16000000,420.528204,6.82757234195343e-05
16000000,421.053208,-6.11278232827205e-05
16000000,421.578212,-4.77731889776499e-05
16000000,422.103216,-3.44185546725805e-05
16000000,422.62822,-2.10639203675112e-05
16000000,423.153224,-7.7092860624398e-06
16000000,423.678228,-2.79804205656384e-06
16000000,424.203232,8.49833399795093e-06
16000000,424.728236,1.97947100524651e-05
16000000,425.25324,3.10910861069787e-05
16000000,425.778244,4.23874621614934e-05
16000000,426.303248,5.13291291569185e-05
16000000,426.828252,5.96257941739665e-05
16000000,427.353256,6.79224591910142e-05
16000000,427.87826,7.62191242080627e-05
16000000,428.403264,8.45157892251107e-05
16000000,428.928268,4.0639948322273e-05
16000000,429.453272,4.34040803972831e-05
16000000,429.978276,4.61682124722929e-05
16000000,430.50328,4.89323445473031e-05
16000000,431.028284,5.16964766223129e-05
16000000,431.553288,4.99264263641246e-05
16000000,432.078292,5.29569646075897e-05
16000000,432.603296,5.59875028510543e-05
16000000,433.1283,5.90180410945191e-05
16000000,433.653304,6.20485793379838e-05
16000000,434.178308,6.46605284313629e-05
16000000,434.703312,6.67852841414903e-05
16000000,435.228316,6.89100398516176e-05
16000000,435.75332,7.10347955617452e-05
16000000,436.278324,7.31595512718724e-05
16000000,436.803328,7.20689236155565e-05
16000000,437.328332,7.35248980162041e-05
16000000,437.853336,7.49808724168516e-05
16000000,438.37834,7.64368468174991e-05
16000000,438.903344,7.78928212181466e-05
16000000,439.428348,4.73553550430859e-05
16000000,439.953352,4.81026327335308e-05
16000000,440.478356,4.88499104239755e-05
16000000,441.00336,4.95971881144203e-05
16000000,441.528364,5.03444658048651e-05
16000000,442.053368,5.0737611728027e-05
16000000,442.578372,5.1001598611543e-05
16000000,443.103376,5.12655854950589e-05
16000000,443.62838,5.15295723785749e-05
16000000,444.153384,5.17935592620908e-05
16000000,444.678388,5.11620607512113e-05
16000000,445.203392,5.13057605770635e-05
16000000,445.728396,5.14494604029158e-05
16000000,446.2534,5.1593160228768e-05
16000000,446.778404,5.17368600546203e-05
16000000,447.303408,5.18805598804726e-05
16000000,447.828412,2.2844724001591e-05
16000000,448.353416,2.37880997615537e-05
16000000,448.87842,2.47314755215165e-05
16000000,449.403424,2.56748512814792e-05
16000000,449.928428,2.6618227041442e-05
16000000,450.453432,2.62295271677266e-05
16000000,450.978436,2.6900273642032e-05
16000000,451.50344,2.75710201163375e-05
16000000,452.028444,2.82417665906429e-05
16000000,452.553448,2.89125130649484e-05
16000000,453.078452,2.94709590861913e-05
16000000,453.603456,2.99892765077299e-05
16000000,454.12846,3.05075939292686e-05
16000000,454.653464,3.10259113508072e-05
16000000,455.178468,3.15442287723459e-05
16000000,455.703472,3.1392996373196e-05
16000000,456.228476,3.19991010225749e-05
16000000,456.75348,3.26052056719537e-05
16000000,457.278484,3.32113103213325e-05
16000000,457.803488,3.38174149707113e-05
16000000,458.328492,1.56566977922123e-05
16000000,458.853496,1.54064482907593e-05
16000000,459.3785,1.51561987893064e-05
16000000,459.903504,1.49059492878535e-05
16000000,460.428508,1.46556997864005e-05
16000000,460.953512,1.40622419322779e-05
16000000,461.478516,1.38669537434872e-05
16000000,462.00352,1.36716655546966e-05
16000000,462.528524,1.34763773659059e-05
16000000,463.053528,1.32810891771153e-05
16000000,463.578532,1.30432836560001e-05
16000000,464.103536,1.29772173597952e-05
16000000,464.62854,1.29111510635902e-05
16000000,465.153544,1.28450847673853e-05
16000000,465.678548,1.27790184711804e-05
16000000,466.203552,5.82083152906677e-06
16000000,466.728556,5.63092644293607e-06
16000000,467.25356,5.44102135680538e-06
16000000,467.778564,5.25111627067468e-06
16000000,468.303568,5.06121118454399e-06
16000000,468.828572,4.27938856461404e-06
16000000,469.353576,4.22333428566661e-06
16000000,469.87858,4.16728000671919e-06
16000000,470.403584,4.11122572777176e-06
16000000,470.928588,4.05517144882433e-06
16000000,471.453592,3.99414817156185e-06
16000000,471.978596,3.94938980533707e-06
16000000,472.5036,3.9046314391123e-06
16000000,473.028604,3.85987307288753e-06
16000000,473.553608,3.81511470666276e-06
16000000,474.078612,3.77035634043799e-06
16000000,474.603616,3.40081143872227e-06
16000000,475.12862,3.39084802149058e-06
16000000,475.653624,3.38088460425888e-06
16000000,476.178628,3.37092118702719e-06
16000000,476.703632,3.36095776979549e-06
16000000,477.228636,-2.26065666360546e-06
16000000,477.75364,-2.41675151609413e-06
16000000,478.278644,-2.57284636858283e-06
16000000,478.803648,-2.7289412210715e-06
16000000,479.328652,-2.88503607356018e-06
16000000,479.853656,-3.53548259504658e-06
16000000,480.37866,-3.51222040631053e-06
16000000,480.903664,-3.48895821757448e-06
16000000,481.428668,-3.46569602883844e-06
16000000,481.953672,-3.44243384010238e-06
16000000,482.478676,-3.51807153328103e-06
16000000,483.00368,-3.52129789724886e-06
16000000,483.528684,-3.5245242612167e-06
16000000,484.053688,-3.52775062518454e-06
16000000,484.578692,-3.53097698915238e-06
16000000,485.103696,-3.59114738630339e-06
16000000,485.6287,-3.56897843857588e-06
16000000,486.153704,-3.54680949084837e-06
16000000,486.678708,-3.52464054312086e-06
16000000,487.203712,-3.50247159539335e-06
16000000,487.728716,-3.99567612648559e-06
16000000,488.25372,-4.07056971252793e-06
16000000,488.778724,-4.14546329857029e-06
16000000,489.303728,-4.22035688461264e-06
16000000,489.828732,-4.295250470655e-06
16000000,490.353736,-7.67743729355211e-06
16000000,490.87874,-7.66729458087029e-06
16000000,491.403744,-7.65715186818847e-06
16000000,491.928748,-7.64700915550665e-06
16000000,492.453752,-7.63686644282483e-06
16000000,492.978756,-7.81476454851493e-06
16000000,493.50376,-7.79039408598324e-06
16000000,494.028764,-7.76602362345156e-06
16000000,494.553768,-7.74165316091987e-06
16000000,495.078772,-7.71728269838818e-06
16000000,495.603776,-7.69490297599772e-06
16000000,496.12878,-7.6850601652706e-06
16000000,496.653784,-7.67521735454348e-06
16000000,497.178788,-7.66537454381636e-06
16000000,497.703792,-7.65553173308924e-06
16000000,498.228796,-7.64568892236212e-06
16000000,498.7538,-7.76927269939139e-06
16000000,499.278804,-7.76161969577672e-06
16000000,499.803808,-7.75396669216205e-06
16000000,500.328812,-7.74631368854738e-06
16000000,500.853816,-7.73866068493271e-06
16000000,501.37882,-9.92410536169483e-06
16000000,501.903824,-9.99906957540845e-06
16000000,502.428828,-1.00740337891221e-05
16000000,502.953832,-1.01489980028357e-05
16000000,503.478836,-1.02239622165493e-05
16000000,504.00384,-1.05258873691546e-05
16000000,504.528844,-1.054127632122e-05
16000000,505.053848,-1.05566652732853e-05
16000000,505.578852,-1.05720542253506e-05
16000000,506.103856,-1.0587443177416e-05
16000000,506.62886,-1.07005366424257e-05
16000000,507.153864,-1.07392687267359e-05
16000000,507.678868,-1.07780008110462e-05
16000000,508.203872,-1.08167328953565e-05
16000000,508.728876,-1.08554649796667e-05
16000000,509.25388,-1.09094368536676e-05
16000000,509.778884,-1.09756331316247e-05
16000000,510.303888,-1.10418294095818e-05
16000000,510.828892,-1.1108025687539e-05
16000000,511.353896,-1.11742219654961e-05
16000000,511.8789,-1.13330865880244e-05
16000000,512.403904,-1.14210505907335e-05
16000000,512.928908,-1.15090145934426e-05
16000000,513.453912,-1.15969785961516e-05
16000000,513.978916,-1.16849425988607e-05
16000000,514.50392,-1.25881207904485e-05
16000000,515.028924,-1.26971625758114e-05
16000000,515.553928,-1.28062043611742e-05
16000000,516.078932,-1.29152461465371e-05
16000000,516.603936,-1.30242879319e-05
16000000,517.12894,-1.31965847335715e-05
16000000,517.653944,-1.33422957424879e-05
16000000,518.178948,-1.34880067514043e-05
16000000,518.703952,-1.36337177603206e-05
16000000,519.228956,-1.3779428769237e-05
16000000,519.75396,-1.39415104528835e-05
16000000,520.278964,-1.41025261252451e-05
16000000,520.803968,-1.42635417976068e-05
16000000,521.328972,-1.44245574699685e-05
16000000,521.853976,-1.47013973972288e-05
16000000,522.37898,-1.48844641064659e-05
16000000,522.903984,-1.5067530815703e-05
16000000,523.428988,-1.52523718061671e-05
16000000,523.953992,-1.54409630256267e-05
16000000,524.478996,-1.56295542450862e-05
16000000,525.004,-1.58181454645457e-05
